,video_id,video_title,comment
200,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Gotta love humanoid robots. Looks around, moves its head and hands fluidly and naturally, and then walks away like it shit its pants."
201,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Challenge for Gen 3: crack the egg and drop the insides into a bowl
202,cpraXaw7dyc,Optimus - Gen 2 | Tesla,It’s always interesting how complicated our ability to walk is to duplicate.
203,cpraXaw7dyc,Optimus - Gen 2 | Tesla,That ending was completely necessary.
204,cpraXaw7dyc,Optimus - Gen 2 | Tesla,What amazes me the most is the fingers. I've never seen a robot move its fingers like that. Incredible!
205,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"you can tell that the only reason elon named this thing optimus is so that when the final version comes out he can call it ""optimus prime"""
206,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"It’s crazy see how hard it is to make something walk like a human. 
Our ability to walk is more impressive than we anticipated"
207,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"The day robots learn to WALK like humans, it's Terminator judgement day."
208,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Background extras when you ask them to act normal
209,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Impressive likeness! Walks just like a 70 year old brick layer
210,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"People here might joke about the walking, but considering it had to be wheeled on stage not so long ago, the progress is incredible."
211,cpraXaw7dyc,Optimus - Gen 2 | Tesla,0:33 hear me out....
212,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Those arm+hand movements are so fluid and quick. The walking could use some work, but impressive for the time they've had to work on this."
213,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Humans: Dance like a robot
Robot: Dance like a human"
214,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"The arm movements are insanely good, they only need to master leg movement"
215,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The fact these are upgraded annually leaves me thinking in 10 years robots like this will be everywhere... crazy time to be alive.
216,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Extremely realistic robot, exactly how I act when I'm on camera"
217,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The hand movements are impressive. I'm hoping some day soon we'll see prosthetics this fluid.
218,cpraXaw7dyc,Optimus - Gen 2 | Tesla,I didn’t think I’d ever live to see how things are going thus far with technology. What a time to be alive can’t wait to tell the grand kids what the 90’s were like.
219,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Tesla stock dipped severally , resulting to about 23% drop in the shares value this month. I seriously need suggestions on how to diversify my $400k portfolio made up of volatile TSLA."
220,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The programed natural sway left to right and the subtle arm movement of the robot in the beginning was fantastic. Almost human like
221,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Elon Musk: ""I'm terribly scared of AI""
Also Elon Musk: *Designs fully autonomous robot*"
222,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The progress they achieved in just one year is astonishing😲
223,cpraXaw7dyc,Optimus - Gen 2 | Tesla,1:35 is just pure peak robotics
224,cpraXaw7dyc,Optimus - Gen 2 | Tesla,the progress they've done in such a short time is remarkable
225,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"@1:36 - My main takeaway is that we'll be able to have our Tesla robots dance battle each other. Will program mine to say the Optimus Prime line from part 2: ""I'll take you ALL ON"""
226,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Videos like these truly make you realize how complex and amazing the human body is and how much engineera do to just try and replicate it
227,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The dancing was lowkey cute 😂
228,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"The dexterity is impressive, it's shocking at how much progress happened so quickly."
229,cpraXaw7dyc,Optimus - Gen 2 | Tesla,It's creepy how fluid and humanlike these robots' arms are able to move.
230,cpraXaw7dyc,Optimus - Gen 2 | Tesla,So much progress in a short amount of time! Let’s go!!!
231,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"I'm a 100% disabled U. S. Army veteran, I really need one of these guys"
232,cpraXaw7dyc,Optimus - Gen 2 | Tesla,This is incredible. At first it all seemed so outlandish but I could easily see these being used in homes in even a few years if they keep improving at this rate. Amazing.
233,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Seeing all this sci-fi stuff from my childhood becoming reality just like that. What a time to be alive.
234,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Still walks like it just shat itself. Nevertheless, phenomenal progress!"
235,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Whenever the bot comes out

I WILL BUY IT I DONT CARE HOW MUCH IT IS"
236,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Elon   : AI is far more dangerous than nukes.
Also Elon: Lets keep creating advanced humanoid robots."
237,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"People: ""That robot is too slow""

Same robot in five years running after them with an axe: 🏃💨"
238,cpraXaw7dyc,Optimus - Gen 2 | Tesla,That hand movement is crazy.
239,cpraXaw7dyc,Optimus - Gen 2 | Tesla,1:22 wait let him cook
240,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Pretty scary how smooth the hand gestures are :D well done
241,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"-Me: Make me an Omelette, Optimus!
-Optimus: I'm sorry, but my training only includes information up until September 2021."
242,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"This is so insane, it looks like CGI, but it’s actually IRL!!"
243,cpraXaw7dyc,Optimus - Gen 2 | Tesla,now they're gonna make disassembly drones
244,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Wow! Those movements are becoming very smooth! Tesla is on point with these robot developments!
245,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Love the way these robots walk. Reminds me of my younger days when I was severely constipated.
246,cpraXaw7dyc,Optimus - Gen 2 | Tesla,1:42 classic tesla disco party
247,cpraXaw7dyc,Optimus - Gen 2 | Tesla,can't wait to go clubbing with robots
248,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Meanwhile Atlas spider crawls across the celling looking for optimal takedown angle to rip off this things head.
249,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"I’m 67 yrs of age with arthritis & other health problems, however as I look into my future with my husband being of the same age, I can see great use for the future Optimus robot. There is much I could teach Optimus from general household tasks to shopping, helping my granddaughter with school work, playing with the dog to learning gardening, food growing etc. I’m sure many people would find Optimus extremely useful particularly if one has disabilities. In addition it would provide conversation & help prevent loneliness. So Mr Musk should you need an Australian to help integrate Optimus into a family household that most certainly will in the future require more help I am more than happy to assist. Regardless, when you are ready to sell to the public I would definitely be excited to purchase an Optimus as I see these robots being essential for continuing life within the home as people age. Love watching these videos and seeing Tesla’s progression in this exciting and extraordinary field. ❤"
250,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Detroit Become Human plot is getting closer to be a non-fictional story
251,cpraXaw7dyc,Optimus - Gen 2 | Tesla,This new version looks really cool. I love how they styled it. They are making fast progress.
252,cpraXaw7dyc,Optimus - Gen 2 | Tesla,That walk is me at 2AM trying not to wake anyone up as I get water
253,cpraXaw7dyc,Optimus - Gen 2 | Tesla,This is game changing I cannot wait to see what next year's progress brings
254,cpraXaw7dyc,Optimus - Gen 2 | Tesla,This is what Trunks warned us about
255,cpraXaw7dyc,Optimus - Gen 2 | Tesla,I feel like this technology could eventually be used to develop crazy functional prosthesis
256,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Incredible progress in such a short period of time. This is in the unprecedented levels of improvements of any tech product I've ever seen. The engineering that went into those 11 Dof hands alone, very cool"
257,cpraXaw7dyc,Optimus - Gen 2 | Tesla,At least the terminator doesn't walk very fast yet lol
258,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The dance scene at the end 😂😂😂
259,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Now just imagine where we will be in 10 years if progress like this keeps up, or even accelerates."
260,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Wow, it's quite amazing to see how quick it's evolving. Well done! Huge achievement"
261,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"I wanted to be a software engineer since I was 8 years old so I could recreate Commander Data from Star Trek. That was 30 years ago, and now I work on AI. For most my life, I didn't think I would live to see anything close to AGI or this level of robotics. This video brought me to tears. Well done Optimus team."
262,cpraXaw7dyc,Optimus - Gen 2 | Tesla,I never expected this from a company that sells cars
263,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Okay, now we got smooth hand movements the only thing we need now is the smooth leg movements like Petman and Spot from Boston Dyamics"
264,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The fluidity of its motion is insane
265,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"The progress in this short period of time is amazing. The movement of the hands and arms is really natural! I think that next year it will walk ""normally"""
266,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"“I… am Optimus Prime, leader of the autobots.”"
267,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The fact the first version of Optimus is named bumblebee lol
268,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The fact that it took so little time for them to get this far is amazing
269,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Pretty amazing progress. The fingers articulation is just phenomenal for only barely a year of work. That tactile sensing on the fingers are so cool too! Cant wait till the day it gets so affordable, anyone can have one in their home."
270,cpraXaw7dyc,Optimus - Gen 2 | Tesla,welcome to the beginning of the end
271,cpraXaw7dyc,Optimus - Gen 2 | Tesla,I mean you just gotta respect the engineering of this thing. Simply amazing. Tesla continues to innovate.
272,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Absolutely amazing work! The secret of the cheetah's speed is flexible back. So I think if you add spine mobility, walking speed and balance will become easier and faster. I mean, it's unlikely that you will be able to run like an Olympic champion with a stick tied to your back. You can just try it)... I know that designing is incredibly hard work so it is just an idea to help Optimus run into the future like Hermes. Cheers!"
273,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The movement especially the fingers are so smooth.. can’t imagine what it’s gonna be like in another year!
274,cpraXaw7dyc,Optimus - Gen 2 | Tesla,So this is the robot that's gonna steal my janitorial job
275,cpraXaw7dyc,Optimus - Gen 2 | Tesla,the ending got me. I want to party with a robot.
276,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"I heard Amazon is also going to be releasing one of these, too. It will be called the Optimus Prime."
277,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"I'm almost convinced that Optimus is mocap controlled, I don't see how else you'd make all those fingers work"
278,cpraXaw7dyc,Optimus - Gen 2 | Tesla,and this is how Mitchell’s vs machines comes to life.
279,cpraXaw7dyc,Optimus - Gen 2 | Tesla,This is so cool! Yay for rapid development! Keep it up tesla!
280,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Insane advancement!!!! Just imagine the incredible doors these robots are opening for the future
281,cpraXaw7dyc,Optimus - Gen 2 | Tesla,It’ll never not amaze me how amazing it is that we can walk how we can and robots show us just how hard it actually is to walk upright on two legs.
282,cpraXaw7dyc,Optimus - Gen 2 | Tesla,This is way better than Boston Dynamics. Aside from the part that this robot moves around like it took a crap in it’s pants.
283,cpraXaw7dyc,Optimus - Gen 2 | Tesla,I am impressed that they kept the weight down to 121 lbs.   I am guessing that the power/weight ratio will depend on the task these machines are designed to perform.
284,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"I think Optimus is almost ready for daily tasks like to load a dishwasher/washing machine, unload them, fold clothes/sheets and clean the house. It just need to go up and down stairs and that's it. That's more than enough to have a SOLID product. 

That hand and finger movements are incredible, in less than 10 years it will be able to cook and wash dishes by hand. No need for jumps and acrobatics like Boston Dynamics, it needs to handle daily tasks first."
285,cpraXaw7dyc,Optimus - Gen 2 | Tesla,I remember when it was first introduced. It looked like a bot from the 90s lol. The progress they've made is remarkable.
286,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Nah. IRL Mann vs Machine before GTA 6 is wild
287,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"To be honest, im just waiting for these robots to take over the world ngl"
288,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"I am very impressed, especially by the very human like movements. The combination of mechanics, electronics and software is pretty remarkable. I am sure this will change the world forever! We should see it as an opportunity, not as a threat 🙏🏻"
289,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Wow this is amazing! Imagine how advanced humanoid robots are going to be in 2030s.
290,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Hand movements look epic
291,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Tesla team is amazing!!! Well done, you are truly designing the future of humanity!"
292,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"To me robots like these remind me of how incredible humans are. The way we are able to walk, to use our hands and fingers is just insane when you see how freaking hard it is to replicate that. We are, to this day, not able to recreate a human body with all its abillities to even come close to the ""original"". it's absolutely stunning. compared to a real human even the most advanced robots look like toys for adults even tho they are serious tech. gotta love nature!"
293,cpraXaw7dyc,Optimus - Gen 2 | Tesla,The Robot Era is here. iRobot called it
294,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Imagine if Optimus is capable of operating in a Tesla service center?
295,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"Knowing Elon and the Teslabot team, this is remarkable in itself but they've got so much more already up their sleeve, ideas, concepts and new activities. The forefront of robotics and ai innovation is right here."
296,cpraXaw7dyc,Optimus - Gen 2 | Tesla,i cant even imagine how advanced the final product will be
297,cpraXaw7dyc,Optimus - Gen 2 | Tesla,"While Optimus here is walking like it shit it’s pants, Boston Dynamics has robots doing fucking Kung Fu and Jackie Chan stunts."
298,cpraXaw7dyc,Optimus - Gen 2 | Tesla,Amazing the progress that is made with Optimus - Gen 2!
299,cpraXaw7dyc,Optimus - Gen 2 | Tesla,日本から応援してます。電気自動車だけでなくロボット技術すら日本をもうすぐ超える
300,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Bro is moving more like an NPC than the robot
301,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"""electricity costs are high"" got me dying 🤣"
302,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"How many times have you watched this?
Me: yes"
303,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Human: don't touch my luggage.
Robot: i will"
304,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,In the beginning everything is calm and peaceful.
305,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Thanx for making this video.  Cars , robots, cyber trucks, can be dangerous 😮😮😮"
306,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,The way the bot threw the luggage 😂😂😂
307,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Imagine when that robot is your local police officer 😂😂😂 we have much to look forward to in the near future
308,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Everyone is making funny jokes or comments but this is really serious stuff coming up and people don’t even realize if they’re prepared to deal with it or handled it
309,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Y'all better be prepared, this is a warning"
310,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Brilliant!  The shadow and reflection in the bullet riddled Cybertruck is priceless.
311,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Will smith must of been the robots last uber pick up based on the looks of the truck 😂😂
312,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"""Can you just be careful?""
""Yeah man. No problem"" Proceeds to literally throw the suitcase"
313,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"The CGI would be more convincing if the ""actor"" wasn't so bad at acting 😁"
314,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,He threw that luggage like how Amazon delivers packages 😭
315,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,This is 100% REAL! I was the luggage.
316,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"The robot when he squared up ""we both know who winning this so dont try it"""
317,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Early video of the man who is coming for all our jobs.
318,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,At least the robot is polite 😂❤
319,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"the attention to detail in the lighting, reflections and compositing is so nice! 💪💯"
320,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Terminator:  Judgement Day
👇🏼"
321,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Man : Where Are we going?
Robot : Any Last Request? 💀"
322,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"One day this robot will ask for your clothes, shoes, cigarette, etc. Hope they wont terminate you😂"
323,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Elon what’s this ? They supposed to help us easy not to make damage 😂🧐
324,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,This guy couldn’t be more random guy on street from GTA
325,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,I hope you make more of these! Freakin awesome cgi work!
326,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Why is he driving like he’s late for the party 😭
327,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Bro, I'm from Tesla! and this got me😂"
328,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,The fact that we even considered whether this is real or not tells you how crazy things are getting.
329,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Bro predict future☠️
330,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Bro the robot was bumping when he pulled up 😂😂
331,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Wow! Tesla bot shadow on the grounds and reflection on the ctruck, yeah you crushed it."
332,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Damn. This was funny and a well made video. Looked real. Keep em coming!
333,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Dudes stance was more robotic than the CGI
334,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,This will be real in like a year.
335,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Only 2 possible outcomes: Matrix or Terminator. We are doomed. Give all humanity the Darwin Award.
336,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,I'm from Tesla. This got me. lol Love how Barbie Girl is playing in the truck
337,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"One detail, the cybertruck door was hit by bullets😂"
338,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Robot Learns Well To His Opponents 😎🗿😏
339,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Thank you for choosing Johnny cab
340,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Brilliant CGI and humor! Thank you! I'd love to see more videos with the Tesla Bot aka Optimus.
341,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"This looks more like kidnapping, than Uberdriving.😂"
342,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,wow the special effects are really good! good job!
343,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Come back to this in ten years
344,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"""Electricity Costs Are High!"" I was slow with that one, but when I got it, 🤣"
345,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,This video is brilliant! I can totally see this coming in the near future. Sorry to see people on X stealing your video though.
346,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Dude this is really well done! Loved it
347,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"I agree the CGI looks great but our guy couldn't act. Should've called Arnold for the "" real fee"" 
Arnold: ""forget this Robot Driver, head for the Chopper!!"" 😂"
348,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,I've never seen an C-tier acting
349,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,This looks like corridor digital.
350,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,love the animation its a bit off with the feet but other then that love it
351,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"""Electricity cost are high""- got me😂"
352,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"""I got some pure colombian in that luggage, be careful""
Robot; say no more fam let's go!"
353,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Yes a server today and a master in  the future 😂 get ready to kiss the feet of your cybernetic overlords 😂
354,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"37 cents per kilowatts is expensive, he is not kidding 😂😂😂"
355,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"The Cybertrucks are amazing , I ride one yesterday here in Texas and love it"
356,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Mitchell vs the machines flashback intensifies 💀
357,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Humans should be respectful to the robots because the robots are respectful to them
358,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Gotta appreciate the fact that the CGI in this clip is more convincing than anything Hollywood shells out.
359,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,That has to be CGI
360,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,He is finally posting again!😊
361,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,“You are experiencing a car accident”
362,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"When a robot says ""let's go"" you go"
363,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Work of ART, love it!"
364,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Most embarrassing acting I've seen in a long while
365,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,the robot was so chill tho 😭🙏
366,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Looks damn real. Well done!
367,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"looks actually pretty decent, robot voice could be a bit louder tho"
368,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Bro got his acting skills from a GTA 5 civilian
369,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Dudes poses when he talks 😂
370,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Elon Musk in 69 years
371,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"May I take your luggage. 
Human: no
Robot: ok. finally carried in a seconds and threw it. Lol"
372,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Bro, never try to hurt a robot"
373,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Elon Musk earning from Uber 😂
374,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"""Electricity costs are high!"" Yeah cuz bro runs on it, haha!"
375,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Thats amazing ! You even used the bullet ridden cybertruck ! What programs did you use to make the cgi
376,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,I can't believe Tesla could afford 2 robots for this video!
377,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Eventually we will facing to “Terminator 2” we need “John” to help us to go through this 😂😂😂😂
378,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Can i just ask, is this a Tesla video? Like an advert from Tesla? If not, this is 100% how Tesla should advertise imo. Great video! 👍"
379,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Nah, in the near future there won’t be any driver at all."
380,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"I'm so happy to see so many Tesla Trucks on the road on social media, I can't wait to buy a used one.😂"
381,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,機器人開車，厲害，越來越像人類，科技越來越尖端了！😊😊😊
382,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,This video is awesome dude it definitely caught me off-guard
383,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Just remember Terminator...don't let the robots watch that movie😂
384,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Humans: Home maintenance and taxes plus food costs are high 
Robots: Electricity costs are high

This really got me dying 😂😂"
385,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,I want to see a cyborg cop!
386,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Bros actually chill asf 🔥
387,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,More please
388,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,The teslabot really took it seriously
389,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Bro, he really is moving like an MPC. I feel like the robot is more human. That comment was so right."
390,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"“Electricity costs are high”
Me - Then, why Tesla?"
391,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,epic good job
392,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Robot:-"" Can you give me your clothes, motorcycle and a handgun""
Person:- ""No""
Robot:- ""Okay, I will take it"""
393,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,That robot moves like a learning child
394,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,Cant tell if its real or fake 😅
395,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"""if you do that again your gonna get hurt"" was so bad😂"
396,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,"Team fake
👇"
397,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,COOL
398,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,I love how it pulls up with his tunes playing. And to be fair the way it acts is no different from UK taxi drivers. It just needs to learn the words love and it’s the offices fault.
399,2lLZ9AWhcNo,Tesla Robot Driving a Cybertruck for Uber,I am convinced Elon Musk got these ideas from watching Total Recall with Arnold Schwarzenegger😂😂😂
400,XiQkeWOFwmk,Tesla Bot Update,They walk like me after leg day.
401,XiQkeWOFwmk,Tesla Bot Update,"Elon Musk : AI is dangerous.
Also Elon Musk : *Creates AI automated robots*"
402,XiQkeWOFwmk,Tesla Bot Update,I'd like to go on record as saying that I've always liked robots and look forward to working for them after their inevitable victory.
403,XiQkeWOFwmk,Tesla Bot Update,I wonder if these scientists and engineers could teach real humans to do simple tasks like using their turn signals
404,XiQkeWOFwmk,Tesla Bot Update,So nice to see Elons private robot army coming together.
405,XiQkeWOFwmk,Tesla Bot Update,"I can picture Will Smith saying ""Robots: you will not move, confirm command!"""
406,XiQkeWOFwmk,Tesla Bot Update,Well….Elon is keeping his word that we will be able to out run them 😂😂
407,XiQkeWOFwmk,Tesla Bot Update,Background music is called: 'Can you make it??' by Out of Flux.
408,XiQkeWOFwmk,Tesla Bot Update,With our new AI technology we can finally practice the thing that many movies have accurately told us not to do!
409,XiQkeWOFwmk,Tesla Bot Update,"As a robot, I can confirm. Can't wait for the next patch!"
410,XiQkeWOFwmk,Tesla Bot Update,That shot of the guy beaming when the robot picked up the ball was GOLD!
411,XiQkeWOFwmk,Tesla Bot Update,"Compared to Boston Dynamics, this thing looks and moves like a high school project."
412,XiQkeWOFwmk,Tesla Bot Update,"I think I'll wait for Bot v2.0. 
That will be the liquid-metal one.
🤖"
413,XiQkeWOFwmk,Tesla Bot Update,They are standing and walking much better than they were at investment day.
414,XiQkeWOFwmk,Tesla Bot Update,0:51 Bot was so pleased with itself! 😆
415,XiQkeWOFwmk,Tesla Bot Update,Imagine going into that facility at night and you see one of those robots in a corner standing in the darkness and suddently you hear something.
416,XiQkeWOFwmk,Tesla Bot Update,"As a robot, i can confirm this is 100% true."
